location,company,title,salary,city,company_id,index
 Los Angeles,Unity Technologies Corporation,Functional / Business Analyst,Unknown, Los Angeles,884,1101
 Los Angeles,CIMI Behavior Analytic Solutions,Board Certified Behavior Analyst (BCBA),"$50,000 - $60,000 a year", Los Angeles,885,1102
 Los Angeles,IEH Laboratories,"Laboratory Analyst - Night Shift (Bloomsburg, PA)",Unknown, Los Angeles,377,1115
 Los Angeles,Community Development Corp of Long Island,Data Analyst,$22 - $35 an hour, Los Angeles,902,1126
 Los Angeles,utiliVisor,Billing Analyst,Unknown, Los Angeles,903,1127
 Los Angeles,BrightFarms,Financial Analyst,"$60,000 - $80,000 a year", Los Angeles,904,1128
 Los Angeles,Fordham University,Senior Systems Analyst,Unknown, Los Angeles,905,1129
 Los Angeles,Marathon Energy Corporation,Energy Analyst,Unknown, Los Angeles,906,1130
 Los Angeles,Marathon Energy Corporation,"Energy Analyst (Syracuse or Buffalo, NY)",Unknown, Los Angeles,906,1131
 Los Angeles,Confidential - AML Analyst,AML Analyst,$50 an hour, Los Angeles,907,1132
 Los Angeles,"Paulson Investment Company, LLC",Investment Banking Analyst (Life Science),"$40,000 - $90,000 a year", Los Angeles,913,1138
 Los Angeles,Well Woven Inc.,Procurement Analyst,Unknown, Los Angeles,919,1144
 Los Angeles,"Golden Krust Franchising, Inc.",Supply Chain Analyst,"$60,000 - $70,000 a year", Los Angeles,920,1145
 Los Angeles,Mavis Discount Tire,Senior Marketing Specialist Data & Analytics,Unknown, Los Angeles,934,1161
 Los Angeles,Olean Area Federal Credit Union,Security Analyst,Unknown, Los Angeles,935,1162
 Los Angeles,Mphasis,Contractor,Unknown, Los Angeles,943,1173
 Los Angeles,Mphasis,Data Science Specialist USA,Unknown, Los Angeles,943,1184
 Los Angeles,Hirsch Law Group,Court Records Researcher/Data Miner - (Chicago),$15 an hour, Los Angeles,962,1195
 Los Angeles,Society for Vascular Surgery,Statistician (part-time),Unknown, Los Angeles,963,1196
 Los Angeles,i-Pharm Consulting,"Sr. Statistical Programmer - (100% REMOTE) - Excellent Pay, Benefits, PTO!","$115,000 - $140,000 a year", Los Angeles,964,1197
 Los Angeles,"Perceptronics Solutions, Inc",AI/Machine Learning Research Scientist,Unknown, Los Angeles,987,1224
 Los Angeles,Genius Sports Media,Sports Statistician,Unknown, Los Angeles,994,1235
 Los Angeles,Noom Inc.,Senior Data Scientist (Remote-friendly),Unknown, Los Angeles,1014,1270
 Los Angeles,North America Service Center for Chinese Students/纽约留学生网美窝房产部,房产咨询顾问/Real Estate Consultant/ Real Estate Sales/ Analyst/Intern/Full time,"$80,000 - $150,000 a year", Los Angeles,1015,1271
 Los Angeles,Catasys,Senior AI Engineer,"$110,000 - $160,000 a year", Los Angeles,583,1303
 Los Angeles,Grow Recruiting,"Sr. Staff Software Engineer (A.I. + Search, JVM/Spring Boot)","$170,000 - $200,000 a year", Los Angeles,1045,1323
 Los Angeles,Capital One,"Senior Manager, Data Engineering",Unknown, Los Angeles,1046,1324
"Redmond, WA",Microsoft,Full Time Opportunities for Students or Recent Graduates: Data & Applied Sciences,Unknown,Redmond,348,1338
"Redmond, WA",Microsoft,SR. Data & Applied Scientist,Unknown,Redmond,348,1355
 Los Angeles,Québec Immigration Office,Senior Machine Learning Developer (visa sponsorship for Canada),$55 - $67 an hour, Los Angeles,1068,1360
"Redmond, WA",Microsoft,Senior Data Scientist,Unknown,Redmond,348,1365
"Redmond, WA",Microsoft,Applied Scientist,Unknown,Redmond,348,1367
"Redmond, WA",Microsoft,Content Developer - Data & AI,Unknown,Redmond,348,1373
 Los Angeles,Talent Acquisition Québec,AI Full Stack Developer at IBM (Visa Sponsorship for Canada),Unknown, Los Angeles,1076,1380
"Redmond, WA",Facebook,"Research Scientist, Machine Learning (PhD)",Unknown,Redmond,260,1391
"Redmond, WA 98052",Inabia Solutions and Consulting,Program Manager/ Data Scientist,Unknown,Redmond,1084,1396
"Redmond, WA",Microsoft,Principal Data & Applied Scientist,Unknown,Redmond,348,1399
 Los Angeles,The American College of Radiology,Clinical Data Manager,Unknown, Los Angeles,1085,1403
 Los Angeles,IQVIA,Associate Dir- Machine Learning,Unknown, Los Angeles,1093,1413
 Los Angeles,Wells Fargo,Sr. Data Scientist (Cap Mkts-Apps Sys Eng 3),Unknown, Los Angeles,1096,1418
 Los Angeles,CSL Behring,Senior Statistical Programmer.,Unknown, Los Angeles,1107,1432
"Denver, CO 80202 (Lodo area)",Evolve Vacation Rental,Sr. Data Scientist,Unknown,Denver,1124,1455
"Denver, CO 80202 (Union Station area)",McKinsey & Company,"Data Scientist, Agriculture and Commodities",Unknown,Denver,124,1456
"Denver, CO",LogistiCare,Data Scientist- NLP,Unknown,Denver,1125,1457
"Denver, CO",VF Corporation,Senior Data Scientist,Unknown,Denver,1126,1458
"Denver, CO 80238",Frontdoor,Data Scientist,Unknown,Denver,1127,1459
"Denver, CO 80202 (Central Business District area)",Decentrix,DATA SCIENTIST,Unknown,Denver,1128,1460
 Los Angeles,SPECTRUM,Principal Data Scientist,Unknown, Los Angeles,2,1461
"Denver, CO",GutCheck,Senior Data Scientist,Unknown,Denver,1132,1465
"Denver, CO 80237 (Hampden South area)","Amazon Web Services, Inc.",Data Scientist - Nationwide Opportunities,Unknown,Denver,374,1466
"Denver, CO 80202 (Lodo area)",Comcast,"Eng 3, Machine Learning",Unknown,Denver,7,1470
"Denver, CO",ICR,Data Scientist,Unknown,Denver,1135,1474
"Denver, CO 80202 (Central Business District area)",Ibotta,Senior Decision Scientist - Product,Unknown,Denver,30,1476
 Los Angeles,SPECTRUM,Principal Operations Scientist,Unknown, Los Angeles,2,1481
"Denver, CO",Twilio,"Senior BI Analyst, Analytics/Data Science",Unknown,Denver,1140,1482
"Denver, CO",Deloitte,Sales Executive - Data in Motion,Unknown,Denver,1144,1486
"Denver, CO",Twilio,"Senior Data Analyst, Sales Compensation",Unknown,Denver,1140,1494
"Denver, CO 80202 (Central Business District area)",Ibotta,Manager of Machine Learning,Unknown,Denver,30,1498
"Denver, CO",Deloitte,Sales Executive – Artificial Intelligence Managed Services,Unknown,Denver,1144,1501
"Denver, CO",Deloitte,Sales Executive - Conversational AI – Artificial Intelligence Insights & Engagement,Unknown,Denver,1144,1507
"Denver, CO",TuSimple,C++ Software Engineer - Autonomous Vehicle A.I. Benchmark & Performance (San Diego),Unknown,Denver,1157,1508
"Denver, CO",CoreSite,"Data Analyst - Denver, CO",Unknown,Denver,1159,1511
 Los Angeles,UnionBank,"Data Scientist, Assistant Vice President",Unknown, Los Angeles,524,1539
"Newport Beach, CA",FrescoData,Senior Data Analysts,Unknown,Newport Beach,1186,1550
 Los Angeles,ArchieMD,"Senior Artificial Intelligence, Machine Learning Software Engineer",Unknown, Los Angeles,1202,1577
"Alpharetta, GA",Quest America,Data Scientist,$65 - $70 an hour,Alpharetta,1206,1582
 Los Angeles,KARNA,Statistical Programmer II,Unknown, Los Angeles,1208,1587
"Alpharetta, GA",RELX Group,Senior Data Scientist,Unknown,Alpharetta,1216,1602
"Alpharetta, GA",Brielle Technologies,Data Scientists – Machine Learning,$60 - $70 an hour,Alpharetta,1217,1603
"Alpharetta, GA",RELX Group,Statistical Data Analyst,Unknown,Alpharetta,1216,1604
"Alpharetta, GA 30022",Nam Technologies,Senior Data Analyst,Unknown,Alpharetta,1235,1632
 Los Angeles,USAA,Director Data Scientist - Data Science Hub,Unknown, Los Angeles,13,1644
 Los Angeles,Humana,"Associate Director, Data Science",Unknown, Los Angeles,1259,1673
 Los Angeles,Software Engineering Institute,Machine Learning Research Scientist,Unknown, Los Angeles,1283,1729
 Los Angeles,Software Engineering Institute,Senior Research Scientist-Machine Learning,Unknown, Los Angeles,1283,1749
 Los Angeles,Soaren Management,Data Scientist,Unknown, Los Angeles,1294,1766
 Los Angeles,Wells Fargo Bank,Apps Systems Engineer 5/ Chabot NLP Engineer,Unknown, Los Angeles,842,1800
 Los Angeles,Wells Fargo Bank,Apps Systems Engineer 5 - Data Reporting Lead,Unknown, Los Angeles,842,1801
"Alvin, TX","RiceTec, Inc.",Data Scientist - Production Research,Unknown,Alvin,1313,1808
"Austin, TX 78701 (Downtown area)",Cloudflare,Data Scientist,Unknown,Austin,1348,1872
"Austin, TX (Downtown area)",Google,"Data Scientist Consultant, Cloud Support Data and Analytics",Unknown,Austin,397,1873
"Austin, TX",Sasquatch Talent,Data Scientist-NLP,"$115,000 - $135,000 a year",Austin,1349,1874
"Austin, TX 78712 (University of Texas area)",University of Texas at Austin,Remote Sensing Data Scientist,Unknown,Austin,689,1875
"Austin, TX",FEDDATA,Data Scientist,Unknown,Austin,1350,1876
"Austin, TX",Facebook,"Data Scientist, Product Analytics",Unknown,Austin,260,1877
"Austin, TX",ARDOR IT SOLUTIONS,Senior Data Scientist,"$115,561 - $180,385 a year",Austin,1351,1878
"Austin, TX 73301 (St Edwards area)",Thrivent Financial,Data Scientist (remote),Unknown,Austin,967,1879
"Austin, TX",Thrivent,Data Scientist (remote),Unknown,Austin,968,1880
"Austin, TX",Lightspeed Systems,Data Scientist,Unknown,Austin,1352,1881
"Austin, TX 78712 (University of Texas area)",University of Texas at Austin,Cybersecurity Data Scientist,Unknown,Austin,689,1883
"Austin, TX",Cerebri AI,Data Scientist,Unknown,Austin,1354,1884
"Austin, TX",Facebook,"Recruiting Manager, Data Science",Unknown,Austin,260,1887
"Austin, TX 78701 (Downtown area)",Cloudflare,Senior Data Analyst,Unknown,Austin,1348,1888
"Austin, TX",Deloitte,"Data Scientist Active Secret Clearance - Austin, TX",Unknown,Austin,1144,1889
"Austin, TX",Natera,"Medical Lab Scientist I, Data Reviewer",Unknown,Austin,1357,1890
 Los Angeles,USAA,"Director, Enterprise Capital Modeling",Unknown, Los Angeles,13,1891
"Austin, TX 78758 (North Austin area)",Hotels.com,Senior Data Scientist,Unknown,Austin,1358,1892
"Austin, TX",eBay Inc.,Data Scientist,Unknown,Austin,714,1894
"Austin, TX 78746",Bridgefront Capital,Quantitative Researcher,Unknown,Austin,1359,1895
"Austin, TX 78712 (University of Texas area)",University of Texas at Austin,Geospatial Software Developer and Data Scientist,Unknown,Austin,689,1896
"Austin, TX",Apple,Machine Learning Scientist,Unknown,Austin,681,1897
"Austin, TX",DRW Trading Group,Quantitative Researcher,Unknown,Austin,1361,1899
"Austin, TX",One Model,Data Science Engineer,Unknown,Austin,1362,1900
"Austin, TX 78758 (North Burnett area)","Amazon Web Services, Inc.",Senior Data Scientist - Nationwide Opportunities,Unknown,Austin,374,1901
"Austin, TX",Axiom Group,Artificial Intelligence Engineer,"$250,000 - $400,000 a year",Austin,998,1902
"Austin, TX 78705 (Hancock - West Campus area)",Valkyrie Intelligence,Senior Data Science Engineer,"$100,000 - $125,000 a year",Austin,1363,1903
"Austin, TX",Apple,Digital Analytics and Data Science Manager,Unknown,Austin,681,1904
"Austin, TX",Facebook,North America Market Specialist,Unknown,Austin,260,1906
"Austin, TX",Zynga,Lead Data Scientist,Unknown,Austin,684,1908
"Austin, TX 78759 (Arboretum area)",CognitiveScale,Applied Machine Learning Scientist,Unknown,Austin,1365,1909
"Austin, TX",Apple,"Content Data Scientist, Apple Media Products Data Science",Unknown,Austin,681,1910
"Austin, TX 73344",IBM,Quantum Principal Data Scientist- Industrial Discrete Sector Industry,Unknown,Austin,1021,1911
 Los Angeles,USAA,Modeling Analytics Executive (P&C),Unknown, Los Angeles,13,1912
"Austin, TX 78701 (Downtown area)",Cloudflare,Data Scientist - Domain Intelligence & Client Security,Unknown,Austin,1348,1913
"Austin, TX 78701 (Downtown area)",Employees Retirement System of Texas,Data Steward (1255),Unknown,Austin,1366,1914
"Austin, TX 73301 (St Edwards area)",Nomi Health,Data Science Architect,Unknown,Austin,1367,1915
"Austin, TX 78731",Iodine Software,Data Pipeline Engineer,Unknown,Austin,1368,1916
"Austin, TX 78712 (University of Texas area)",University of Texas at Austin,Machine Learning/Computer Vision Engineering Scientist,Unknown,Austin,689,1918
"Austin, TX 78758 (North Burnett area)","Amazon Web Services, Inc.",Business Analyst,Unknown,Austin,374,1919
"Austin, TX",LPL Financial,"AVP, Big Data and Machine Learning Solutions Architect",Unknown,Austin,717,1922
"Austin, TX 78746",Intel,AI SW Solutions/ ML OPS Engineer,Unknown,Austin,1307,1923
"Austin, TX",Enview,Machine Learning Engineer,Unknown,Austin,1372,1924
"Austin, TX 78712 (University of Texas area)",University of Texas at Austin,Machine Learning/Computer Vision Engineering Associate,Unknown,Austin,689,1926
"Austin, TX 78746",Intel,Senior Systems and Data Center Architect,Unknown,Austin,1307,1927
"Austin, TX",Oracle,Security Operations Center Analyst Intern - Diversity Programs,$25 an hour,Austin,1067,1928
"Austin, TX 78712 (University of Texas area)",University of Texas at Austin,R&D Data Analysis and Machine Learning Software Engineering Associate,Unknown,Austin,689,1929
"Austin, TX",Apple,Platform Software Engineer - Machine Learning / Data Pipelines,Unknown,Austin,681,1930
"Austin, TX",Deloitte,Lead Data Scientist – Secret Clearance Required,Unknown,Austin,1144,1931
"Austin, TX 78731",Iodine Software,NLP Engineer,Unknown,Austin,1368,1932
"Austin, TX 78730",SailPoint,"Software Engineer, Machine Learning",Unknown,Austin,1374,1933
"Austin, TX",Facebook,"Visiting Researcher, Artificial Intelligence (PhD)",Unknown,Austin,260,1934
"Austin, TX 78758 (North Burnett area)",SAIC,Chief Data Engineer - Army Futures Command,Unknown,Austin,1376,1936
"Austin, TX 78704 (South Lamar-South Congress area)",Granify,Account Manager - E-Commerce Machine Learning,Unknown,Austin,1377,1937
 Los Angeles,ConMet,Data Scientist (Automotive / IoT Connected Products),Unknown, Los Angeles,1378,1938
 Los Angeles,Global Fishing Watch,Data Scientist,$45 - $65 an hour, Los Angeles,1392,1961
 Los Angeles,BICP,Senior Data Scientist,"$160,000 - $180,000 a year", Los Angeles,429,1962
 Los Angeles,BICP,"Data Engineer, Machine Learning","$150,000 - $160,000 a year", Los Angeles,429,1963
 Los Angeles,Pacific Data Integrators,Data Scientist (Palantir Foundry),Unknown, Los Angeles,1398,1972
 Los Angeles,Intuit,Senior Business Data Analyst,Unknown, Los Angeles,207,1983
 Los Angeles,John Deere,Principal Data Scientist (Remote Availability),Unknown, Los Angeles,1406,1984
 Los Angeles,ServiceNow,Staff Machine Learning Engineer,Unknown, Los Angeles,259,2003
 Los Angeles,MUFG,Data Science Engineering Lead,Unknown, Los Angeles,274,2024
